164	43	134	286	5	(118,15),(232,18),(248,16),(334,17),(407,12)
170	44	151	317	5	(121,8),(190,16),(238,20),(313,6),(413,17)
171	45	75	215	8	(56,17),(76,14),(116,8),(167,18),(183,6),(258,13),(321,13),(324,7)
177	46	70	231	4	(10,9),(46,15),(66,10),(106,12)
182	47	169	316	5	(132,20),(178,12),(293,5),(339,18),(372,8)
185	48	273	359	7	(59,14),(105,13),(144,9),(405,5),(551,17),(637,6),(696,20)
192	49	51	228	4	(51,15),(85,16),(103,19),(111,11)
199	50	244	314	9	(164,11),(215,9),(432,7),(436,17),(477,8),(668,17),(805,17),(854,16),(931,11)
203	51	235	404	5	(57,13),(177,20),(370,10),(438,18),(441,6)
208	52	265	260	2	(18,18),(40,6)
211	53	265	309	10	(83,15),(211,18),(271,9),(394,11),(559,7),(792,14),(971,8),(1187,9),(1296,6),(1492,7)
213	54	139	249	10	(115,9),(121,6),(235,7),(306,17),(310,15),(344,5),(424,10),(461,6),(499,13),(591,8)
213	55	196	399	0	
219	56	59	230	0	
226	57	210	308	0	
227	58	246	443	0	
227	59	110	293	2	(11,16),(56,6)
233	60	274	327	8	(251,9),(322,11),(325,19),(405,20),(495,15),(747,8),(784,17),(1057,13)
236	61	17	251	2	(2,5),(10,9)
241	62	176	364	2	(24,16),(188,6)
247	63	148	278	9	(126,10),(165,17),(231,11),(330,17),(356,19),(454,13),(568,13),(581,18),(648,8)
248	64	119	290	2	(74,16),(95,14)
255	65	82	334	5	(54,20),(123,16),(198,8),(279,13),(280,20)
259	66	99	314	9	(79,12),(120,15),(134,6),(190,11),(284,5),(370,16),(385,19),(449,11),(474,14)
263	67	263	500	5	(198,8),(433,11),(545,9),(763,13),(793,8)
263	68	117	330	0	
266	69	53	309	8	(20,13),(36,6),(66,17),(77,6),(127,13),(156,11),(162,19),(172,20)
267	70	57	281	9	(51,13),(66,19),(111,13),(130,5),(165,12),(173,7),(195,13),(238,10),(272,10)
267	71	141	277	5	(105,9),(238,12),(352,19),(437,14),(514,17)
271	72	236	300	2	(67,15),(93,14)
276	73	287	404	6	(48,13),(116,10),(195,19),(408,17),(634,8),(779,15)
283	74	28	299	8	(5,14),(10,7),(25,13),(48,13),(66,19),(68,18),(82,14),(86,9)
286	75	49	301	0	
286	76	153	350	6	(83,7),(114,10),(229,20),(300,7),(350,8),(441,7)
287	77	244	313	4	(109,6),(333,8),(394,15),(562,14)
289	78	237	430	3	(174,6),(196,11),(205,11)
292	79	119	340	6	(90,6),(123,20),(130,9),(196,12),(242,15),(280,12)
295	80	186	390	0	
299	81	159	327	6	(100,15),(109,12),(239,10),(243,12),(265,8),(386,8)
300	82	40	339	9	(27,5),(50,18),(52,9),(68,18),(100,8),(102,10),(120,5),(152,12),(162,5)
301	83	86	349	8	(60,9),(87,8),(173,14),(234,11),(257,14),(281,9),(363,5),(410,13)
305	84	89	352	8	(23,13),(31,12),(72,20),(151,13),(217,17),(253,8),(302,16),(341,13)
311	85	59	348	5	(43,12),(71,12),(96,17),(127,16),(127,8)
313	86	43	335	7	(1,5),(19,19),(59,19),(87,20),(113,17),(123,8),(124,16)
319	87	243	498	0	
325	88	208	403	4	(157,15),(353,14),(507,8),(692,15)
330	89	18	338	2	(18,17),(21,13)
335	90	98	351	6	(79,6),(100,7),(172,10),(208,20),(259,7),(289,5)
342	91	193	424	1	(92,11)
344	92	10	351	8	(9,11),(9,15),(10,16),(10,20),(14,12),(14,20),(17,6),(24,20)
344	93	145	425	10	(5,9),(144,13),(220,12),(223,14),(332,12),(404,12),(486,18),(605,19),(723,19),(800,9)
351	94	221	546	7	(142,7),(233,20),(321,20),(332,13),(486,15),(699,16),(704,12)
354	95	277	389	1	(56,13)
359	96	40	387	4	(2,15),(33,20),(55,17),(57,11)
363	97	208	387	3	(83,6),(108,12),(197,9)
366	98	297	389	4	(8,18),(42,9),(215,10),(343,6)
366	99	196	519	6	(113,14),(291,18),(363,15),(434,7),(459,17),(543,17)
368	100	80	422	5	(14,14),(68,19),(91,14),(107,12),(128,10)
375	101	97	427	5	(87,19),(120,12),(132,11),(190,5),(277,11)
379	102	144	451	8	(61,20),(72,11),(90,20),(183,17),(299,20),(300,12),(310,16),(346,15)
382	103	16	397	9	(9,11),(20,14),(23,12),(28,9),(33,14),(49,11),(54,6),(69,16),(80,17)
382	104	251	618	10	(20,5),(43,12),(98,20),(257,12),(422,12),(661,15),(733,15),(841,16),(916,15),(1156,8)
385	105	148	397	8	(107,15),(142,10),(208,7),(230,15),(250,13),(302,13),(351,17),(384,20)
385	106	299	669	6	(277,19),(430,5),(701,5),(814,10),(1014,7),(1060,19)
389	107	168	423	0	
391	108	225	533	0	
397	109	127	448	3	(39,20),(72,19),(158,19)
400	110	104	411	1	(43,9)
404	111	110	460	4	(42,16),(63,9),(76,7),(182,18)
405	112	123	428	8	(26,5),(42,5),(148,18),(241,15),(318,16),(415,17),(532,17),(598,6)
412	113	126	453	5	(111,12),(119,12),(190,16),(289,19),(327,15)
417	114	71	428	8	(60,16),(116,7),(138,15),(157,9),(202,20),(232,16),(267,15),(299,11)
422	115	128	465	8	(65,14),(130,16),(214,18),(264,14),(372,9),(398,5),(489,12),(529,10)
426	116	61	461	1	(7,14)
429	117	170	518	9	(107,5),(202,8),(328,11),(335,7),(423,11),(556,19),(615,16),(631,15),(722,14)
433	118	96	490	0	
440	119	141	573	10	(70,5),(189,5),(286,9),(332,7),(462,11),(521,6),(564,12),(598,19),(651,14),(765,13)
445	120	284	457	4	(184,19),(288,16),(415,10),(545,15)
449	121	191	498	4	(69,7),(220,6),(339,6),(342,10)
456	122	263	684	3	(124,12),(316,5),(478,15)
457	123	88	512	5	(80,6),(153,13),(180,8),(212,13),(212,8)
458	124	274	578	5	(151,20),(352,9),(387,8),(421,11),(640,6)
464	125	205	580	2	(199,9),(227,17)
465	126	217	579	6	(36,14),(151,18),(270,10),(360,12),(451,15),(470,15)
468	127	154	504	3	(26,19),(90,14),(120,12)
475	128	246	625	1	(228,6)
481	129	134	606	10	(59,5),(176,17),(206,18),(313,19),(373,9),(459,8),(552,19),(638,15),(643,5),(665,16)
487	130	170	625	8	(125,12),(156,20),(188,19),(207,10),(269,5),(397,11),(479,12),(519,8)
491	131	184	573	6	(55,14),(117,13),(281,9),(432,13),(496,17),(657,18)
495	132	285	683	8	(136,9),(204,7),(255,15),(323,17),(445,17),(713,9),(897,13),(915,15)
501	133	235	696	6	(5,6),(187,18),(261,17),(318,19),(332,5),(508,8)
503	134	46	542	0	
509	135	25	526	2	(17,5),(21,7)
516	136	139	650	4	(20,7),(45,13),(184,17),(273,6)
523	137	259	622	1	(40,10)
526	138	236	549	1	(193,18)
526	139	214	590	2	(136,20),(141,18)
533	140	229	747	6	(9,15),(235,11),(324,17),(390,17),(469,11),(539,10)
538	141	36	562	1	(29,6)
544	142	24	550	0	
544	143	233	585	5	(28,5),(40,20),(107,18),(247,5),(372,19)
550	144	57	598	7	(41,10),(95,20),(131,13),(143,12),(170,5),(195,10),(241,15)
556	145	253	776	7	(72,14),(183,6),(345,20),(401,18),(497,16),(603,16),(632,17)
561	146	175	649	10	(116,18),(270,9),(358,15),(478,12),(582,7),(601,12),(690,8),(722,13),(783,17),(885,6)
565	147	218	764	8	(45,12),(92,18),(197,16),(253,16),(439,8),(540,5),(623,13),(714,15)
570	148	58	618	10	(52,9),(76,16),(134,15),(182,15),(235,7),(288,17),(303,20),(358,7),(395,9),(396,17)
571	149	34	585	9	(10,15),(14,16),(14,16),(19,10),(33,17),(53,10),(86,12),(101,6),(133,8)
574	150	63	600	6	(33,7),(93,13),(106,15),(167,19),(202,11),(265,17)
576	151	74	643	6	(26,5),(50,5),(91,13),(118,14),(137,14),(201,18)
577	152	120	646	0	
580	153	256	703	9	(100,8),(138,5),(282,18),(503,10),(558,17),(558,12),(660,18),(737,7),(896,6)
580	154	155	614	2	(123,9),(225,8)
587	155	219	702	2	(191,13),(350,7)
591	156	117	684	7	(107,6),(216,7),(329,18),(409,15),(449,11),(564,17),(578,11)
592	157	265	601	1	(20,16)
596	158	224	766	3	(1,19),(193,7),(203,8)
602	159	147	642	9	(138,10),(276,19),(359,17),(368,20),(409,13),(414,11),(514,12),(587,19),(641,17)
606	160	226	611	4	(158,16),(175,11),(349,15),(373,15)
612	161	179	712	5	(88,12),(126,5),(276,14),(397,9),(557,6)
613	162	32	644	5	(7,13),(8,11),(16,15),(33,8),(58,13)
619	163	243	841	8	(169,10),(242,11),(299,18),(324,7),(417,15),(608,16),(648,18),(730,18)
623	164	33	629	5	(16,6),(19,7),(46,11),(68,14),(89,14)
627	165	72	643	6	(41,12),(102,13),(144,12),(145,10),(210,5),(246,12)
627	166	79	635	2	(71,7),(98,17)
629	167	121	714	0	
634	168	25	649	3	(5,20),(15,13),(40,18)
638	169	279	803	10	(60,7),(187,18),(363,7),(398,17),(568,5),(576,18),(744,17),(923,7),(959,20),(1065,16)
640	170	39	664	9	(19,13),(22,13),(46,16),(57,17),(89,14),(96,5),(110,20),(131,16),(170,12)
641	171	283	667	5	(154,11),(179,7),(296,12),(319,11),(591,7)
644	172	35	678	9	(20,10),(40,13),(42,7),(56,7),(73,11),(99,20),(126,5),(141,10),(173,9)
651	173	109	757	5	(37,6),(84,6),(126,16),(167,19),(181,9)
654	174	181	815	8	(26,17),(151,16),(292,19),(460,19),(491,11),(619,6),(753,19),(840,15)
660	175	250	891	9	(171,20),(399,10),(475,11),(567,9),(813,7),(1033,17),(1045,9),(1162,12),(1210,16)
662	176	71	676	4	(29,11),(82,15),(88,17),(138,7)
667	177	86	701	8	(7,5),(79,9),(113,9),(155,20),(220,19),(287,5),(289,14),(291,19)
667	178	48	714	0	
674	179	156	683	7	(147,14),(277,10),(330,11),(387,5),(421,18),(424,8),(507,10)
677	180	151	777	6	(77,11),(132,17),(248,19),(264,5),(384,18),(531,10)
681	181	139	708	10	(3,16),(117,20),(147,14),(169,5),(186,6),(249,15),(269,9),(325,8),(388,10),(438,11)
682	182	288	772	6	(40,15),(271,12),(311,6),(537,18),(640,11),(822,6)
685	183	242	767	1	(232,16)
687	184	106	759	1	(71,13)
688	185	101	756	8	(91,19),(146,19),(217,17),(258,17),(339,7),(348,12),(419,17),(503,17)
694	186	253	940	2	(201,16),(399,16)
699	187	81	713	3	(14,11),(45,10),(45,8)
702	188	86	728	3	(23,17),(74,9),(100,9)
705	189	92	723	3	(36,5),(70,11),(94,15)
707	190	222	839	2	(173,20),(369,13)
711	191	295	825	2	(284,16),(458,12)
711	192	142	813	8	(128,9),(175,18),(208,6),(236,18),(324,20),(328,8),(372,16),(434,8)
714	193	23	731	7	(22,19),(33,13),(40,9),(60,12),(72,18),(93,7),(97,19)
718	194	144	748	3	(67,16),(71,5),(141,5)
722	195	156	863	3	(141,20),(285,7),(295,13)
727	196	269	951	8	(14,18),(246,9),(263,11),(453,19),(660,12),(870,7),(870,19),(913,11)
729	197	183	741	6	(122,12),(252,19),(311,10),(394,10),(444,19),(536,10)
733	198	230	750	6	(80,10),(179,16),(337,10),(499,19),(708,5),(853,15)
739	199	74	768	7	(14,11),(88,6),(131,18),(134,6),(194,20),(210,10),(267,12)
743	200	45	773	5	(6,9),(9,17),(14,7),(33,19),(75,6)
745	201	269	904	6	(31,6),(69,7),(153,14),(267,20),(388,18),(530,10)
751	202	101	810	6	(0,7),(39,9),(135,14),(204,16),(280,10),(369,6)
758	203	39	795	1	(7,18)
763	204	137	870	10	(109,18),(194,12),(331,7),(380,17),(486,18),(605,9),(661,16),(781,8),(877,13),(912,13)
764	205	47	769	0	
766	206	230	982	5	(202,7),(404,5),(543,12),(757,16),(943,14)
768	207	263	991	7	(262,6),(522,20),(730,20),(779,11),(1014,20),(1252,6),(1501,11)
771	208	105	850	3	(7,5),(102,11),(180,6)
777	209	10	782	10	(2,14),(7,13),(7,6),(12,20),(22,10),(27,14),(37,13),(44,5),(52,18),(55,5)
781	210	225	866	0	
782	211	290	824	9	(173,9),(280,8),(477,20),(499,17),(581,11),(601,16),(685,10),(972,12),(1191,15)
783	212	141	813	2	(133,11),(258,13)
787	213	171	796	1	(32,18)
790	214	28	815	8	(27,13),(52,7),(59,20),(62,20),(68,15),(86,5),(104,9),(121,12)
790	215	95	824	4	(74,17),(159,15),(198,13),(213,20)
795	216	90	829	10	(85,16),(113,18),(148,6),(150,12),(198,20),(258,5),(327,20),(368,11),(458,19),(473,15)
795	217	192	956	0	
801	218	136	823	10	(108,10),(221,8),(345,5),(347,17),(446,14),(575,10),(621,12),(692,6),(705,16),(774,10)
802	219	298	946	1	(263,5)
805	220	133	815	3	(26,13),(96,10),(161,9)
807	221	108	828	8	(102,11),(139,10),(208,9),(224,9),(268,11),(308,5),(392,17),(392,6)
811	222	25	821	1	(14,12)
815	223	23	828	4	(21,20),(22,7),(39,5),(40,10)
821	224	101	894	8	(32,13),(109,5),(202,12),(242,10),(262,6),(321,11),(392,10),(472,14)
825	225	272	1072	1	(174,12)
830	226	148	950	3	(83,11),(231,17),(344,7)
834	227	277	840	4	(137,17),(357,17),(550,9),(776,17)
839	228	249	855	5	(58,8),(136,12),(183,5),(340,6),(504,14)
842	229	191	910	5	(170,19),(253,14),(263,16),(290,5),(380,8)
849	230	38	863	0	
853	231	252	963	9	(239,20),(291,10),(358,18),(498,6),(699,18),(878,6),(924,13),(996,12),(1016,19)
856	232	134	989	3	(9,6),(79,12),(109,6)
858	233	165	890	4	(38,12),(157,12),(307,11),(463,5)
865	234	117	941	6	(112,18),(135,11),(200,18),(286,14),(345,18),(450,7)
866	235	17	876	0	
867	236	220	1011	1	(141,7)
867	237	137	876	0	
867	238	96	898	2	(71,20),(152,18)
874	239	116	924	7	(97,20),(108,11),(148,16),(179,17),(260,9),(323,15),(412,8)
880	240	125	887	7	(125,13),(227,12),(320,12),(396,11),(505,19),(578,15),(701,17)
887	241	64	943	4	(4,12),(66,13),(76,13),(86,6)
890	242	85	939	2	(9,14),(62,11)
890	243	109	920	4	(9,11),(99,9),(207,14),(270,8)
893	244	64	927	4	(11,9),(20,9),(30,15),(61,6)
896	245	184	930	3	(179,5),(344,6),(350,8)
899	246	80	979	8	(80,18),(145,13),(145,11),(179,6),(244,14),(283,14),(328,10),(346,19)
902	247	182	1014	9	(10,7),(137,15),(186,12),(342,6),(439,19),(441,20),(441,16),(617,18),(728,9)
904	248	270	931	7	(253,19),(359,15),(381,8),(556,20),(695,13),(893,10),(1014,10)
906	249	77	972	9	(57,17),(128,9),(182,15),(238,9),(315,15),(377,13),(412,5),(476,20),(482,13)
913	250	95	946	1	(68,5)
918	251	100	960	4	(22,18),(46,14),(77,15),(165,15)
920	252	31	951	2	(12,15),(35,14)
924	253	68	947	8	(19,13),(70,18),(138,8),(186,13),(253,11),(267,6),(311,14),(376,12)
926	254	261	1142	10	(113,9),(281,14),(404,10),(419,19),(521,5),(661,16),(908,7),(1001,14),(1090,7),(1160,10)
930	255	254	1089	8	(92,11),(224,15),(384,19),(428,15),(604,7),(734,14),(806,5),(946,19)
933	256	54	970	6	(4,7),(54,12),(101,5),(124,12),(152,10),(205,18)
939	257	294	1100	10	(133,8),(385,7),(587,5),(591,9),(852,14),(921,16),(988,17),(1212,12),(1238,19),(1484,13)
943	258	297	1023	7	(246,6),(257,14),(280,20),(319,18),(330,18),(542,13),(579,5)
946	259	143	1074	6	(97,9),(135,19),(173,7),(294,12),(329,10),(358,20)
953	260	102	999	3	(63,20),(121,14),(148,7)
956	261	77	1031	3	(40,10),(70,12),(115,5)
963	262	65	995	9	(48,5),(71,20),(95,8),(150,16),(190,6),(250,13),(261,20),(266,17),(285,9)
965	263	166	1063	3	(143,11),(160,14),(317,14)
972	264	81	1034	5	(60,12),(122,19),(136,7),(143,20),(154,7)
973	265	277	1207	10	(54,19),(307,6),(345,7),(375,6),(602,8),(650,16),(920,9),(1089,19),(1173,16),(1432,9)
979	266	54	1000	1	(24,7)
979	267	55	996	9	(32,9),(37,5),(65,17),(81,18),(126,5),(150,6),(191,13),(210,11),(250,10)
982	268	211	1042	10	(91,20),(180,20),(349,16),(453,16),(489,12),(502,19),(645,11),(672,8),(806,6),(946,13)
984	269	63	1017	5	(7,9),(56,9),(98,20),(105,13),(147,19)
990	270	277	1192	3	(189,9),(316,9),(436,10)
997	271	70	1050	8	(57,10),(109,19),(112,10),(146,18),(212,12),(262,9),(282,15),(289,15)
997	272	189	1132	8	(96,20),(281,19),(390,16),(433,5),(450,12),(569,11),(684,19),(705,6)
997	273	90	1020	10	(35,17),(52,10),(104,13),(181,11),(195,13),(225,8),(233,20),(272,7),(337,19),(393,16)
1001	274	91	1021	9	(60,12),(113,8),(187,7),(239,10),(283,7),(290,16),(305,16),(360,17),(438,7)
1005	275	258	1164	7	(147,20),(284,11),(311,20),(519,13),(537,9),(613,5),(861,7)
1006	276	123	1074	10	(69,9),(152,12),(164,17),(281,6),(346,6),(346,13),(369,9),(436,20),(528,11),(612,19)
1010	277	50	1042	7	(24,16),(74,18),(114,7),(144,20),(183,9),(202,9),(240,14)
1010	278	277	1044	0	
1011	279	223	1148	2	(182,13),(294,5)
1018	280	120	1092	2	(106,11),(211,15)
1019	281	132	1066	9	(40,20),(161,13),(259,6),(369,6),(486,12),(546,6),(596,8),(603,19),(616,13)
1020	282	179	1141	10	(83,5),(96,11),(211,7),(346,19),(524,7),(543,9),(671,11),(758,18),(929,17),(976,10)
1026	283	135	1088	6	(70,12),(118,8),(184,17),(313,19),(414,17),(544,7)
1031	284	26	1046	5	(16,14),(40,9),(63,6),(85,9),(109,11)
1031	285	50	1049	7	(28,13),(70,6),(87,13),(122,19),(131,20),(175,17),(225,6)
1032	286	22	1045	8	(18,14),(30,8),(35,18),(39,5),(60,20),(73,16),(83,7),(97,13)
1038	287	150	1069	10	(19,15),(41,12),(54,5),(118,5),(183,8),(282,20),(391,6),(458,20),(545,20),(597,13)
1039	288	96	1065	4	(26,17),(54,16),(91,11),(139,20)
1043	289	91	1074	1	(61,8)
1048	290	14	1053	6	(5,5),(17,17),(27,14),(39,8),(44,5),(56,6)
1055	291	222	1205	7	(18,5),(216,14),(405,7),(564,10),(729,20),(936,19),(1077,10)
1060	292	269	1222	10	(70,17),(289,8),(547,12),(563,18),(806,9),(814,11),(968,5),(1154,18),(1247,16),(1504,16)
1060	293	166	1083	3	(145,10),(198,12),(252,13)
1060	294	117	1106	6	(6,13),(104,14),(194,6),(296,6),(390,18),(462,11)
1065	295	80	1095	0	
1065	296	131	1078	4	(90,12),(127,13),(148,7),(156,9)
1067	297	81	1103	0	
1069	298	142	1097	10	(38,5),(165,14),(231,11),(337,7),(407,6),(497,15),(509,15),(545,20),(557,17),(637,10)
1074	299	268	1096	0	
1074	300	169	1170	1	(0,12)
1081	301	117	1195	5	(99,10),(187,20),(250,8),(354,9),(446,14)
1085	302	238	1161	0	
1087	303	53	1101	1	(42,20)
1087	304	26	1109	6	(21,8),(35,17),(57,13),(74,16),(84,20),(105,14)
1090	305	201	1276	5	(69,6),(74,9),(127,18),(188,20),(303,9)
1092	306	187	1269	10	(5,15),(79,5),(222,14),(307,19),(428,7),(533,11),(694,17),(834,20),(896,20),(979,12)
1099	307	163	1197	9	(159,19),(229,16),(294,7),(353,11),(495,12),(623,7),(672,5),(753,20),(783,6)
1106	308	117	1183	6	(100,10),(175,18),(286,6),(375,8),(445,8),(484,16)
1113	309	150	1162	5	(64,17),(187,18),(315,13),(331,17),(342,16)
1117	310	65	1162	8	(48,7),(50,14),(97,18),(103,19),(168,16),(226,10),(247,5),(256,13)
1121	311	66	1185	5	(23,5),(23,16),(44,11),(103,17),(159,12)
1121	312	153	1224	10	(107,19),(125,20),(211,8),(228,10),(365,17),(433,11),(564,5),(608,5),(680,11),(788,12)
1125	313	224	1194	1	(108,12)
1132	314	204	1144	3	(68,16),(241,17),(376,8)
1137	315	78	1190	9	(70,20),(90,13),(144,20),(204,7),(214,18),(220,10),(281,13),(324,14),(381,16)
1139	316	272	1153	1	(27,12)
1145	317	65	1162	0	
1147	318	160	1239	9	(52,15),(149,7),(162,14),(263,17),(293,15),(305,18),(313,15),(446,20),(578,20)
1150	319	172	1177	1	(12,8)
1156	320	224	1205	8	(191,13),(226,16),(425,16),(509,17),(649,6),(779,11),(890,7),(1016,18)
1157	321	91	1213	10	(10,10),(84,18),(150,12),(231,7),(256,12),(345,16),(429,5),(470,16),(548,11),(583,12)
1161	322	163	1185	9	(106,6),(240,7),(259,9),(409,8),(409,20),(410,13),(441,14),(469,6),(632,15)
1166	323	196	1186	5	(173,18),(321,5),(429,13),(442,12),(457,18)
1171	324	98	1269	5	(13,7),(96,19),(155,9),(216,14),(250,8)
1173	325	87	1259	5	(63,14),(143,15),(152,9),(238,14),(244,11)
1179	326	275	1186	10	(144,18),(406,12),(654,5),(882,14),(930,20),(1124,7),(1311,11),(1341,9),(1345,9),(1490,17)
1185	327	243	1360	6	(152,11),(268,15),(423,6),(626,18),(670,8),(869,20)
1189	328	154	1284	4	(131,14),(170,7),(213,18),(236,12)
1195	329	299	1384	0	
1198	330	216	1347	8	(175,15),(375,10),(584,20),(642,20),(742,10),(933,18),(997,10),(1150,10)
1205	331	231	1255	10	(43,19),(74,13),(231,8),(322,7),(501,16),(557,20),(743,11),(781,13),(891,14),(979,6)
1210	332	121	1309	0	
1214	333	132	1282	1	(44,5)
1221	334	208	1305	6	(0,19),(15,13),(176,9),(217,17),(248,14),(433,5)
1227	335	284	1424	10	(103,19),(373,8),(378,20),(566,16),(786,8),(1012,5),(1017,6),(1233,10),(1321,9),(1460,17)
1229	336	163	1345	3	(113,16),(125,17),(230,11)
1232	337	140	1271	0	
1237	338	102	1299	3	(58,19),(105,20),(172,19)
1243	339	167	1295	8	(22,18),(40,6),(77,15),(157,11),(203,6),(326,8),(453,6),(591,5)
1249	340	25	1268	2	(4,12),(17,20)
1249	341	294	1516	1	(209,11)
1253	342	78	1274	2	(57,12),(81,18)
1253	343	145	1345	8	(25,16),(158,13),(201,5),(312,10),(341,17),(361,20),(435,15),(580,11)
1254	344	96	1280	10	(71,12),(131,19),(215,15),(215,12),(234,15),(255,17),(294,18),(373,16),(446,7),(477,8)
1254	345	230	1446	3	(128,19),(169,7),(359,12)
1257	346	31	1281	7	(11,5),(33,7),(34,9),(54,13),(72,6),(91,15),(93,14)
1262	347	102	1312	0	
1269	348	185	1377	6	(78,15),(113,13),(252,7),(268,11),(391,6),(438,6)
1270	349	233	1488	2	(32,14),(135,5)
1277	350	175	1383	9	(79,17),(190,11),(225,15),(271,10),(343,14),(447,17),(556,18),(697,10),(823,18)
1280	351	243	1303	5	(81,12),(205,20),(403,20),(579,19),(759,8)
1282	352	238	1311	0	
1289	353	163	1442	8	(139,16),(213,10),(280,15),(390,5),(469,16),(511,6),(639,17),(710,12)
1290	354	214	1340	3	(185,9),(375,7),(441,6)
1291	355	187	1443	1	(162,5)
1293	356	150	1385	9	(137,8),(143,7),(223,5),(359,10),(482,5),(548,10),(628,20),(654,7),(777,11)
1293	357	240	1347	7	(130,16),(249,19),(388,16),(575,6),(702,10),(780,10),(826,13)
1296	358	167	1387	5	(145,16),(157,12),(177,14),(227,12),(388,8)
1300	359	279	1468	0	
1301	360	196	1432	0	
1302	361	41	1331	9	(29,17),(35,17),(51,20),(71,8),(71,13),(75,15),(75,7),(94,5),(111,19)
1304	362	104	1401	3	(61,17),(81,6),(134,7)
1307	363	249	1409	8	(92,18),(340,12),(544,6),(790,16),(952,7),(1003,18),(1117,5),(1292,19)
1309	364	77	1373	5	(31,16),(61,13),(103,10),(153,10),(209,11)
1316	365	116	1355	6	(103,16),(185,13),(284,7),(315,6),(320,10),(436,13)
1322	366	215	1501	2	(30,17),(230,7)
1324	367	21	1330	4	(6,5),(18,6),(32,9),(37,11)
1330	368	130	1386	0	
1333	369	119	1353	4	(71,12),(111,15),(173,9),(251,8)
1337	370	30	1356	3	(30,12),(32,11),(55,15)
1338	371	112	1355	10	(25,19),(125,15),(228,17),(284,14),(339,16),(364,19),(447,10),(506,16),(597,8),(687,5)
1342	372	253	1577	3	(247,16),(350,19),(503,15)
1342	373	138	1364	1	(87,12)
1344	374	28	1349	9	(26,14),(46,9),(71,5),(89,6),(102,13),(112,9),(122,10),(142,13),(143,6)
1350	375	254	1566	10	(225,15),(270,16),(452,12),(579,16),(614,10),(639,14),(658,14),(705,13),(848,17),(858,6)
1356	376	204	1460	3	(45,5),(162,20),(234,18)
1359	377	217	1423	5	(161,11),(166,8),(213,12),(411,6),(415,12)
1364	378	282	1604	5	(261,18),(359,11),(507,6),(696,18),(720,13)
1369	379	65	1423	0	
1373	380	51	1396	3	(39,17),(60,12),(94,5)
1378	381	254	1485	1	(235,6)
1380	382	48	1404	0	
